Week,PossessionID,Side,Notes,HeightSortedLineup,IncompleteResult,Duration,2FGA,2FGM,3PA,3PM,FTA,FTM,TOV,ORB,FOUL,PTS,Team_DefPoss,Team_AllowMiddle,Team_AllowPaintTouch,Team_AllowUC3,Team_AllowOBoard,Team_Deflections
3,9,Offense,P9,MS-SI-AC-A'M-KJ,False,0:26.5,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
3,10,Defense,P9,MS-SI-AC-A'M-KJ,False,0:15.3,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
3,11,Defense,P9,SN-DP-IK-AM7-MH,False,0:07.6,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,12,Offense,P9,SN-DP-IK-AM7-MH,False,0:09.0,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
3,13,Defense,P9,SN-DP-IK-AM7-MH,False,0:05.6,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,14,Offense,P9,SN-DP-IK-AM7-MH,False,0:06.5,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
3,15,Offense,P9,MS-SI-AC-EF-KJ,False,0:07.1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,16,Offense,P9,SD-SN-DP-IK-MH,False,0:14.4,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,17,Offense,P9,MS-AC-A'M-EF-KJ,False,0:15.7,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,18,Defense,P9,MS-AC-A'M-EF-KJ,False,0:10.1,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
3,19,Offense,P9,SD-SN-DP-IK-AM7,False,0:26.1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,20,Defense,P9,SD-SN-DP-IK-AM7,False,0:06.6,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,21,Offense,P9,SD-SN-DP-IK-AM7,False,0:06.4,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,22,Offense,P9,MS-SI-AC-EF-KJ,False,0:28.3,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
3,23,Defense,P9,MS-SI-AC-EF-KJ,False,0:08.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,24,Defense,P9,SD-SN-DP-IK-MH,False,0:20.8,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
3,25,Defense,P9,MS-AC-EF-AM7-KJ,False,0:10.7,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,26,Defense,P9,SD-DP-IK-AM7-MH,False,0:16.2,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False
3,27,Defense,P9,MS-SI-A'M-EF-KJ,False,0:22.5,2,1,0,0,0,0,0,1,0,2,True,False,True,False,True,False
3,28,Defense,P9,SD-SN-IK-AM7-MH,True,0:12.6,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,29,Defense,P9,SD-SN-IK-AM7-MH,True,0:20.6,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,30,Defense,P9,SI-AC-A'M-EF-KJ,False,0:16.6,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,31,Defense,P9,SD-SN-DP-IK-MH,False,0:20.4,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
3,32,Defense,P9,MS-SI-AC-EF-KJ,False,0:14.2,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,33,Defense,P9,MS-SI-AC-EF-KJ,False,0:41.6,1,0,2,0,0,0,0,2,0,0,True,True,True,True,True,False
3,34,Defense,P9,SN-DP-IK-AM7-MH,False,0:12.1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
3,35,Defense,P9,SN-DP-IK-AM7-MH,False,0:23.5,0,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
3,36,Defense,P9,SN-DP-SI-KJ-MH,False,0:18.1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,37,Offense,P9,SN-DP-SI-KJ-MH,False,0:16.2,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,38,Offense,P9,SN-DP-SI-KJ-MH,False,0:33.3,2,0,1,0,0,0,1,3,0,0,False,False,False,False,False,False
3,39,Defense,P9,SN-DP-SI-KJ-MH,False,0:07.0,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
3,40,Offense,P9,SN-DP-SI-KJ-MH,True,0:21.5,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,41,Defense,P9,SD-AC-IK-EF-AM7,False,0:20.4,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False
3,42,Offense,P9,SD-AC-IK-EF-AM7,True,0:15.6,2,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False
3,43,Defense,P9,SD-AC-IK-EF-AM7,True,0:15.9,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False
3,44,Defense,P9,SD-AC-IK-EF-AM7,False,0:25.2,0,0,1,0,0,0,0,1,1,0,True,False,True,False,True,False
3,45,Defense,P9,SD-AC-IK-EF-AM7,False,0:12.3,0,0,0,0,1,1,0,0,0,1,True,False,False,False,False,False
3,46,Offense,P9,SD-AC-IK-EF-AM7,True,0:09.6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,47,Defense,P9,SN-DP-SI-KJ-MH,False,0:15.8,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False
3,48,Offense,P9,SN-DP-SI-KJ-MH,False,0:08.2,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,49,Defense,P9,SN-DP-SI-KJ-MH,False,0:07.9,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
3,50,Offense,P9,SN-DP-SI-KJ-MH,False,0:21.0,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
3,51,Defense,P9,SN-DP-SI-KJ-MH,False,0:09.8,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
3,52,Offense,P9,SN-DP-SI-KJ-MH,False,0:08.9,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
3,53,Defense,P9,SN-DP-SI-KJ-MH,False,0:08.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,54,Offense,P9,SN-DP-SI-KJ-MH,False,0:05.9,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
3,55,Defense,P9,SN-DP-SI-KJ-MH,True,0:06.4,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,56,Defense,P9,SN-DP-SI-KJ-MH,False,0:16.0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,57,Offense,P9,SN-DP-SI-KJ-MH,False,0:05.1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,58,Defense,P9,SN-DP-SI-KJ-MH,False,0:07.8,3,1,0,0,0,0,0,2,0,2,True,False,False,False,True,False
3,59,Offense,P9,SN-DP-SI-KJ-MH,False,0:15.9,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
3,60,Defense,P9,SN-DP-SI-KJ-MH,False,0:13.6,0,0,0,0,0,0,1,0,0,0,True,True,True,False,False,True
3,61,Defense,P9,SD-SN-IK-AM7-KJ,False,0:11.8,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,62,Offense,P9,SD-SN-IK-AM7-KJ,False,0:11.0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,63,Offense,P9,SD-SN-IK-AM7-KJ,False,0:07.1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,64,Defense,P9,SD-SN-AC-IK-AM7,False,0:18.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
3,65,Offense,P9,SD-SN-AC-IK-AM7,False,0:05.7,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,66,Defense,P9,SD-SN-AC-IK-AM7,False,0:16.7,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
3,67,Offense,P9,SD-SN-AC-IK-AM7,True,0:14.3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,68,Offense,P9,SD-SN-AC-IK-AM7,False,0:30.8,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
3,69,Defense,P9,SD-SN-AC-IK-AM7,True,0:15.5,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,70,Defense,P9,SD-SN-AC-IK-AM7,False,0:11.2,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
3,71,Offense,P9,SD-SN-AC-IK-AM7,False,0:13.6,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,72,Defense,P9,SD-SN-AC-IK-AM7,False,0:07.6,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
3,73,Offense,P9,SD-SN-AC-IK-AM7,False,0:07.1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,74,Defense,P9,SD-SN-AC-IK-AM7,True,0:13.9,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,75,Defense,P9,SD-SN-AC-IK-AM7,False,0:08.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,76,Offense,P9,SD-SN-AC-IK-AM7,False,0:06.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
3,77,Defense,P10,SD-SN-DP-IK-MH,False,0:16.5,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
